gender,age,year,prognosis
TOTAL,70-75,2057,869496
Male,75-80,2057,374134
Female,75-80,2057,415678
TOTAL,75-80,2057,789812
Male,80-85,2057,320362
Female,80-85,2057,382138
TOTAL,80-85,2057,702500
Male,85-90,2057,266134
Female,85-90,2057,349492
TOTAL,85-90,2057,615626
Male,90-95,2057,130015
Female,90-95,2057,203105
TOTAL,90-95,2057,333120
Male,95+,2057,34968
Female,95+,2057,74746
TOTAL,95+,2057,109714
Male,TOTAL,2057,8744183
Female,TOTAL,2057,8999319
TOTAL,TOTAL,2057,17743502
Male,00-05,2058,484846
Female,00-05,2058,461364
TOTAL,00-05,2058,946211
Male,05-10,2058,480336
Female,05-10,2058,456634
TOTAL,05-10,2058,936970
Male,10-15,2058,476751
Female,10-15,2058,453162
TOTAL,10-15,2058,929912
Male,15-20,2058,485363
Female,15-20,2058,461869
TOTAL,15-20,2058,947232
Male,20-25,2058,520294
Female,20-25,2058,506944
TOTAL,20-25,2058,1027238
Male,25-30,2058,550912
Female,25-30,2058,541632
TOTAL,25-30,2058,1092544
Male,30-35,2058,553915
Female,30-35,2058,547648
TOTAL,30-35,2058,1101563
Male,35-40,2058,542229
Female,35-40,2058,540657
TOTAL,35-40,2058,1082886
Male,40-45,2058,526434
Female,40-45,2058,528391
TOTAL,40-45,2058,1054825
Male,45-50,2058,522662
Female,45-50,2058,526732
TOTAL,45-50,2058,1049394
Male,50-55,2058,526476
Female,50-55,2058,532983
TOTAL,50-55,2058,1059460
Male,55-60,2058,539480
Female,55-60,2058,548920
TOTAL,55-60,2058,1088400
Male,60-65,2058,505789
Female,60-65,2058,518254
TOTAL,60-65,2058,1024043
Male,65-70,2058,485110
Female,65-70,2058,503849
TOTAL,65-70,2058,988960
Male,70-75,2058,427534
Female,70-75,2058,454849
TOTAL,70-75,2058,882383
Male,75-80,2058,374913
Female,75-80,2058,416108
TOTAL,75-80,2058,791021
Male,80-85,2058,311435
Female,80-85,2058,370116
TOTAL,80-85,2058,681550
Male,85-90,2058,263067
Female,85-90,2058,346688
TOTAL,85-90,2058,609754
Male,90-95,2058,130785
Female,90-95,2058,203859
TOTAL,90-95,2058,334644
Male,95+,2058,35981
Female,95+,2058,76762
TOTAL,95+,2058,112743
Male,TOTAL,2058,8744312
Female,TOTAL,2058,8997420
TOTAL,TOTAL,2058,17741732
Male,00-05,2059,485807
Female,00-05,2059,462257
TOTAL,00-05,2059,948064
Male,05-10,2059,481908
Female,05-10,2059,458115
TOTAL,05-10,2059,940024
Male,10-15,2059,477537
Female,10-15,2059,453874
TOTAL,10-15,2059,931411
Male,15-20,2059,484200
Female,15-20,2059,460731
TOTAL,15-20,2059,944931
Male,20-25,2059,518100
Female,20-25,2059,504825
TOTAL,20-25,2059,1022925
Male,25-30,2059,550278
Female,25-30,2059,541037
TOTAL,25-30,2059,1091314
Male,30-35,2059,554900
Female,30-35,2059,548643
TOTAL,30-35,2059,1103543
Male,35-40,2059,544803
Female,35-40,2059,543198
TOTAL,35-40,2059,1088001
Male,40-45,2059,528688
Female,40-45,2059,530596
TOTAL,40-45,2059,1059284
Male,45-50,2059,521187
Female,45-50,2059,525701
TOTAL,45-50,2059,1046888
Male,50-55,2059,520516
Female,50-55,2059,526833
TOTAL,50-55,2059,1047349
Male,55-60,2059,539913
Female,55-60,2059,549385
TOTAL,55-60,2059,1089298
Male,60-65,2059,507706
Female,60-65,2059,520046
TOTAL,60-65,2059,1027751
Male,65-70,2059,488316
Female,65-70,2059,507305
TOTAL,65-70,2059,995621
Male,70-75,2059,434253
Female,70-75,2059,461424
TOTAL,70-75,2059,895677
Male,75-80,2059,374520
Female,75-80,2059,415231
TOTAL,75-80,2059,789750
Male,80-85,2059,308008
Female,80-85,2059,365203
TOTAL,80-85,2059,673211
Male,85-90,2059,255992
Female,85-90,2059,337957
TOTAL,85-90,2059,593949
Male,90-95,2059,131519
Female,90-95,2059,204902
TOTAL,90-95,2059,336421
Male,95+,2059,37085
Female,95+,2059,78780
TOTAL,95+,2059,115865
Male,TOTAL,2059,8745235
Female,TOTAL,2059,8996044
TOTAL,TOTAL,2059,17741278
Male,00-05,2060,486544
Female,00-05,2060,462941
TOTAL,00-05,2060,949485
Male,05-10,2060,483449
Female,05-10,2060,459559
TOTAL,05-10,2060,943008
Male,10-15,2060,478610
Female,10-15,2060,454864
TOTAL,10-15,2060,933474
Male,15-20,2060,483438
Female,15-20,2060,459966
TOTAL,15-20,2060,943404
Male,20-25,2060,515926
Female,20-25,2060,502747
TOTAL,20-25,2060,1018673
Male,25-30,2060,549227
Female,25-30,2060,540024
TOTAL,25-30,2060,1089252
Male,30-35,2060,555620
Female,30-35,2060,549367
TOTAL,30-35,2060,1104987
Male,35-40,2060,547061
Female,35-40,2060,545439
TOTAL,35-40,2060,1092499
Male,40-45,2060,531316
Female,40-45,2060,533158
TOTAL,40-45,2060,1064474
Male,45-50,2060,519971
Female,45-50,2060,524328
TOTAL,45-50,2060,1044299
Male,50-55,2060,517555
Female,50-55,2060,523787
TOTAL,50-55,2060,1041341
Male,55-60,2060,536496
Female,55-60,2060,546775
TOTAL,55-60,2060,1083271
Male,60-65,2060,510060
Female,60-65,2060,522226
TOTAL,60-65,2060,1032286
Male,65-70,2060,491083
Female,65-70,2060,509700
TOTAL,65-70,2060,1000783
Male,70-75,2060,439695
Female,70-75,2060,467493
TOTAL,70-75,2060,907188
Male,75-80,2060,376261
Female,75-80,2060,416401
TOTAL,75-80,2060,792662
Male,80-85,2060,306516
Female,80-85,2060,362687
TOTAL,80-85,2060,669203
Male,85-90,2060,246084
Female,85-90,2060,324921
TOTAL,85-90,2060,571005
Male,90-95,2060,133883
Female,90-95,2060,208042
TOTAL,90-95,2060,341925
Male,95+,2060,38161
Female,95+,2060,80842
TOTAL,95+,2060,119003
Male,TOTAL,2060,8746956
Female,TOTAL,2060,8995266
TOTAL,TOTAL,2060,17742222
