"Onderwerpen_1";"Onderwerpen_2";"Onderwerpen_3";"Onderwerpen_4";"Perioden";"Sectoren";"Balansposten";"Totaal energieaanbod";"Totaal energieverbruik"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"31-33 Overige industrie en reparatie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"F Bouwnijverheid";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"Vervoer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"Railverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"Wegverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"Scheepvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"Luchtvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"Particuliere huishoudens";"PJ";"9.32";"9.32"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"Landbouw, visserij en dienstverlening";"PJ";"0.85";"0.85"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"Landbouw";"PJ";"0.10";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"E Waterbedrijven en afvalbeheer";"PJ";"0.50";"0.50"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2005";"G-U Dienstverlening";"PJ";"0.24";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Nederland totaal";"PJ";"49.65";"49.65"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Energiesector";"PJ";"31.94";"31.94"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"192 Aardolie-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"35 Energiebedrijven";"PJ";"31.94";"31.94"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Totaal energieafnemers";"PJ";"17.70";"17.70"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Nijverheid (geen energiesector)";"PJ";"4.88";"4.88"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"16 Houtindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"17-18 Papier- en grafische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"20-21 Chemie en farmaceutische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Basischemie zonder 2013-2015";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"2013 Overige anorganische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"2014 Overige organische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"2015 Kunstmestindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Chemische en farmaceutische producten";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"23 Bouwmaterialenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"24 Basismetaalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"IJzer- en staalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Non-ferrometalenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"25-28 Metaalproducten/machine-industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"29-30 Transportmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"31-33 Overige industrie en reparatie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"F Bouwnijverheid";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Vervoer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Railverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Wegverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Scheepvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Luchtvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Particuliere huishoudens";"PJ";"9.32";"9.32"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Landbouw, visserij en dienstverlening";"PJ";"3.51";"3.51"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Landbouw";"PJ";"0.49";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"E Waterbedrijven en afvalbeheer";"PJ";"0.53";"0.53"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2006";"G-U Dienstverlening";"PJ";"2.50";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Nederland totaal";"PJ";"48.04";"48.04"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Energiesector";"PJ";"27.57";"27.57"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"192 Aardolie-industrie";"PJ";"9.23";"9.23"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"35 Energiebedrijven";"PJ";"18.34";"18.34"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Totaal energieafnemers";"PJ";"20.46";"20.46"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Nijverheid (geen energiesector)";"PJ";"5.00";"5.00"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"16 Houtindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"17-18 Papier- en grafische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"20-21 Chemie en farmaceutische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Basischemie zonder 2013-2015";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"2013 Overige anorganische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"2014 Overige organische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"2015 Kunstmestindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Chemische en farmaceutische producten";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"23 Bouwmaterialenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"24 Basismetaalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"IJzer- en staalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Non-ferrometalenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"25-28 Metaalproducten/machine-industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"29-30 Transportmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"31-33 Overige industrie en reparatie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"F Bouwnijverheid";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Vervoer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Railverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Wegverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Scheepvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Luchtvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Particuliere huishoudens";"PJ";"9.32";"9.32"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Landbouw, visserij en dienstverlening";"PJ";"6.15";"6.15"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Landbouw";"PJ";"0.56";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"E Waterbedrijven en afvalbeheer";"PJ";"0.49";"0.49"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2007";"G-U Dienstverlening";"PJ";"5.10";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Nederland totaal";"PJ";"61.04";"61.04"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Energiesector";"PJ";"35.22";"35.22"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"192 Aardolie-industrie";"PJ";"11.44";"11.44"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"35 Energiebedrijven";"PJ";"23.78";"23.78"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Totaal energieafnemers";"PJ";"25.81";"25.81"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Nijverheid (geen energiesector)";"PJ";"5.09";"5.09"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"16 Houtindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"17-18 Papier- en grafische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"20-21 Chemie en farmaceutische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Basischemie zonder 2013-2015";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"2013 Overige anorganische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"2014 Overige organische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"2015 Kunstmestindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Chemische en farmaceutische producten";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"23 Bouwmaterialenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"24 Basismetaalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"IJzer- en staalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Non-ferrometalenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"25-28 Metaalproducten/machine-industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"29-30 Transportmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"31-33 Overige industrie en reparatie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"F Bouwnijverheid";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Vervoer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Railverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Wegverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Scheepvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Luchtvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Particuliere huishoudens";"PJ";"9.32";"9.32"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Landbouw, visserij en dienstverlening";"PJ";"11.40";"11.40"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Landbouw";"PJ";"0.99";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"E Waterbedrijven en afvalbeheer";"PJ";"5.03";"5.03"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2008";"G-U Dienstverlening";"PJ";"5.39";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Nederland totaal";"PJ";"68.57";"68.57"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Energiesector";"PJ";"39.23";"39.23"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"192 Aardolie-industrie";"PJ";"11.00";"11.00"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"35 Energiebedrijven";"PJ";"28.23";"28.23"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Totaal energieafnemers";"PJ";"29.34";"29.34"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Nijverheid (geen energiesector)";"PJ";"5.05";"5.05"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"16 Houtindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"17-18 Papier- en grafische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"20-21 Chemie en farmaceutische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Basischemie zonder 2013-2015";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"2013 Overige anorganische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"2014 Overige organische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"2015 Kunstmestindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Chemische en farmaceutische producten";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"23 Bouwmaterialenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"24 Basismetaalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"IJzer- en staalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Non-ferrometalenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"25-28 Metaalproducten/machine-industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"29-30 Transportmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"31-33 Overige industrie en reparatie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"F Bouwnijverheid";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Vervoer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Railverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Wegverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Scheepvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Luchtvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Particuliere huishoudens";"PJ";"9.32";"9.32"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Landbouw, visserij en dienstverlening";"PJ";"14.97";"14.97"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Landbouw";"PJ";"1.07";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"E Waterbedrijven en afvalbeheer";"PJ";"6.62";"6.62"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2009";"G-U Dienstverlening";"PJ";"7.28";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Nederland totaal";"PJ";"63.97";"63.97"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Energiesector";"PJ";"38.93";"38.93"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"192 Aardolie-industrie";"PJ";"5.29";"5.29"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"35 Energiebedrijven";"PJ";"33.63";"33.63"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Totaal energieafnemers";"PJ";"25.05";"25.05"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Nijverheid (geen energiesector)";"PJ";"4.09";"4.09"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"x";"x"
