"Onderwerpen_1";"Onderwerpen_2";"Onderwerpen_3";"Onderwerpen_4";"Perioden";"Sectoren";"Balansposten";"Totaal energieaanbod";"Totaal energieverbruik"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"20-21 Chemie en farmaceutische industrie";"PJ";"4.00";"4.00"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"2014 Overige organische basischemie";"PJ";"4.00";"4.00"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"2015 Kunstmestindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"F Bouwnijverheid";"PJ";"3.76";"."
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Landbouw, visserij en dienstverlening";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2003";"G-U Dienstverlening";"PJ";"-";"."
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Nederland totaal";"PJ";"3.49";"3.49"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Energiesector";"PJ";"-4.11";"-4.11"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Cokesfabrieken";"PJ";"-4.11";"-4.11"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"192 Aardolie-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Totaal energieafnemers";"PJ";"7.59";"7.59"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Nijverheid (geen energiesector)";"PJ";"7.59";"7.59"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"20-21 Chemie en farmaceutische industrie";"PJ";"4.10";"4.10"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"2014 Overige organische basischemie";"PJ";"4.10";"4.10"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"2015 Kunstmestindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"F Bouwnijverheid";"PJ";"3.49";"."
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Landbouw, visserij en dienstverlening";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2004";"G-U Dienstverlening";"PJ";"-";"."
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Nederland totaal";"PJ";"3.33";"3.33"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Energiesector";"PJ";"-3.88";"-3.88"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Cokesfabrieken";"PJ";"-3.88";"-3.88"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"192 Aardolie-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Totaal energieafnemers";"PJ";"7.21";"7.21"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Nijverheid (geen energiesector)";"PJ";"7.21";"7.21"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"20-21 Chemie en farmaceutische industrie";"PJ";"3.88";"3.88"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"2014 Overige organische basischemie";"PJ";"3.88";"3.88"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"2015 Kunstmestindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"F Bouwnijverheid";"PJ";"3.33";"."
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Landbouw, visserij en dienstverlening";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2005";"G-U Dienstverlening";"PJ";"-";"."
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2006";"Nederland totaal";"PJ";"1.43";"1.43"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2006";"Energiesector";"PJ";"-3.80";"-3.80"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2006";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2006";"Cokesfabrieken";"PJ";"-3.80";"-3.80"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2006";"192 Aardolie-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2006";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Steenkool en steenkoolproducten";"Steenkoolproducten";"Andere steenkoolproducten";"2006";"Totaal energieafnemers";"PJ";"5.24";"5.24"
